tweet,sentiment
@ElizaPatricia it is useless if they destroyed the ballots ,0
"I have a new tv, and it was very expensive!!! ",0
OMG DAVE IS CALLING INTO OUR RADIO STATION TODAY.. @lifesajourney41 gets to ask dave a question!!! (not me b/c i'm not at that location ,0
I want to see the hills finale tonight... Not seeing the next season tho..   No more lc,0
last weekend in brazil ,0
doin my hair... wana cut it all off ,0
I need to buy new trainers for badminton. My current ones hurt my big toe  They're running shoes too. I need proper badminton shoes. NEED!,0
@LesbianTrucker looks like we both have hella long days tomorrow ,0
@TheMandyMoore I want to watch dedication! but can't find it in stores  great movie by the way!,0
Just came home from a frat party. i got gang raped ,0
needs funds to go to a internship and get my cert 4 in christian ministry's  ,0
"Argh, this work is too stressful! Why why whyyyy did i pick Psychology! ",0
"I get to go home tonight! Yay! I can't believe I'm saying this, but I think I actually might miss Seattle.  Now, I don't want to go home.",0
I cut myself with a saw  http://yfrog.com/5dtzsj,0
"@hilarylyn Oh wow, well that's closer than the rest of us have been , lol. Sorry you had to go through a waffle house ordeal though ",0
"Still havent slept, if i don't sleep today thats 52~ or so hours without sleep. surely not healthy ",0
@Scriblit Ouch ,0
grrrrrrrrrrrrrrrrr why do kids wake up before ur ready to ,0
@garydale I use it to keep my LinkedIn profile up to date too ;) Otherwise I can't do it  Just wish pingfm and tweetdeck worked together,0
Morgans gone so I can't call anyone and talk and talk and talk about the New Moon trailor. I'll call myself ,0
"@marciehelene haha i have DD's!! they're getting smaller, i hate it  booo",0
I'm not happy that 200+ of my pictures from the wedding last night errored and won't upload ,0
Trying to meet my deadlines ,0
Spoke too soon. Guess today isn't that great of a day afterall... ,0
@clareity I know. ,0
"yeyyy! after a search, so glad to know twitter's my safe haven from unscrupulous personalities (for now anyway, until get followed again) ",0
@keithtiersen warped tour bitch!!!!1 u betta b going. I missss talking 2 u everyday. ,0
"&quot;No man will work for your interests unless they are his.&quot; - my fortune cookie  (via archofroses) hahaha,... http://tumblr.com/xhw23gytj",0
"@Jonasbrothers agh! I missed it  oh well, maybe nxt week",0
Plus I hate their new icon sitting in my dock. It glows light blue  re: http://ff.im/45BtO,0
i have a headache ,0
#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing,0
T.I. ft. Justin Timberlake - Dead and Gone &lt;33333 damn i don't want that T.I. is going to the jail  i love him &lt;3,0
I've had a massive headache all day. I pray it goes away soon. ,0
"@amymarie1001 Mmmm, coffee...I had to skip mine this morning cuz I was running late ",0
Stupid sleep apnea kicked in last night. I was suffocating in my sleep and was semi-conscious for it ,0
@otakuniverse sorry for leaving so soon  but i am too tired to go on much further for tonight T_T,0
really sad about Steven Wells. Spent my teenage years lovinG his stuff in NME   http://bit.ly/jdbqe,0
Being woken up at 6 isnt very good ,0
@ drdrew I always listen at loveline here in sf but now I can't find which stations its on? ,0
@ImDarkSkin  I'm frustrated cause I'm soooo wde awake!,0
"wtf, he's offline now  life isn't getting better today. all turns out like f*ck",0
Ok. Day 2 of science fair project work. I will need fortification for this...as the Bagelry neglected to put MY bagel in the bag ,0
"@Xianjahn Si. Plus, I needed a new Biology class. Had to drop Teen Cuisine though ",0
@brandonnn1002 I was just kidding!! Lol. Don't cry. ,0
Why doesn't anyone reply to me on Twitter anymore?  I'm sad ,0
My Macbook Air died yesterday. We have been working on our next gen website and a lot of it is on that machine ,0
@ladymix if only your traffic report had come 5 minutes sooner ,0
@kcsulliv had a bad day...don't think i'm going to make the cookout sorry ,0
feels lame that shes following 18 people and only 8 are following her on twitter ,0
Got up at 7 am to do text updates about ESWC. Shame cant get stream working on my MAC ,0
"My #followfriday goes to my big sis @kimberlysmoore because, well, she rocks =D And I got to see her last weekend and miss her now ",0
@shellistevens My sympathies. I feel the same. ,0
At the hospital with Ainat ,0
@JonGauthier you don't like it!?? ,0
@Sonic_vision aaww  get better soon! sorry to hear you are not well. :-/,0
"ugh i have a crush on jack barakat  this is definitely an all time low for myself. o, you see what i did thur~",0
Check out this cool photoshop photo frame!!!! http://is.gd/RWIa Can't see a UK version though ,0
@j0annepsi angrey jews are scary ,0
"Morning, Tweeters! Any medics out there who want to study an acute case of extremely murderous hay fever, I'm here &amp; ready to perform! ",0
I had a horrible night! I couldn't sleep because I was sick! I can't wait to feel better ,0
@loving_my_DEW u got me excited 4 ur show...I gotta wait until july...but no m&amp;g this time ,0
@alibish Waterstones  I thought I'd at LEAST get an interview! Where have you been trying?,0
@Jassonc i cant believe you saw 17 again w/o me! ,0
Eating dinner in Vegas.  It's our last night in Vegas ,0
Fml i went bowling last night and someone stole my wallet ,0
@nuttychris am not a teen anymore  i'm 21 in august!,0
"my crackberry is addicting! on the train to school, wish i could take it back home ",0
one hour of freedom left....boooo where has the time gone? I dont wanna go back to work ,0
@alextrafford I was so lost without it yesterday. Only down for an hour but all I wanted to do was Tweet how sad I was ,0
Dodge Charger cop cars? Evil transformer ,0
I cant believe its Lenos last night ,0
Awwee  @kaitlynmjonas when will u b home so i can pick up my stuff? I have some nasty garbage work.,0
@ben_mayer So the funs all over now ,0
"is hot blooded, check it and see. I've got a fever of 103.  No seriously.., ",0
So I'm excited about Alice in wonderland the movie( with johnny depp) yum.. Too bad it comes out 2010... ,0
@Amillion2one  That sux   I don't have alot of pasta but I really enjoy it when I do .,0
"@pgreenbe in a drive 2 increase efficiency the human, individual touch might get replaced w/ template responses even on twitter  #scrm",0
school was so boring i wish we wouldnt write so many test ,0
@nancycoop u went without me ,0
"Apparently, a laptop's slight resemblance to a folding chair was not an indication that it serves a twofold propose. Be back online asap. ",0
Why isn&quot;t Russell Brand on Wednesday nights anymore??????????????? grrrrrr ,0
@damontucker I'm impressed by his quick response but sorry that you won't be a featured speaker. ,0
@Matt_Tuck hey dude can i ask are you avoiding me or something becos i have sent oyu like a million messages and stuff like and no reply ,0
Why oh why must the chinese food restaurants near my hotel all be closed ,0
@robquig That's fantastic! Congratulations. Wish I could come to the tweetup tonight. ,0
"another night sitting at home, todays side effects: dehydration, exhaustion, dizzy spells, head ache ",0
Candy monster is catching a nervous flu . ,0
R @DamianEdwards yeah the person who tweeted that to me told me that after I sent it  I was excited to install it too!!,0
"@frazj hello, I am on board, trying to clean my room! ",0
@HaleyDanyell skype with me ho! i miss you ,0
"At my first drive-in movie, where's my honey ",0
Thanks @CathrineFeehely @zimpeterw @kMcDiva @LeslieKeffler @Dputamadre for the follow friday! Working all day..not a lot of twittering ,0
@akjava  Yeah.. school over.   Now just suffer through getting your butt handed 2 u in baseball all summer ,0
"@VaughanEditor Sadly, it won't. There will be another Tianamen Square (or something like it) and that will be the end of any protests. ",0
In shock ...thought this girl was my friend that's just sad... ,0
party on prytania....yea i gotta work tonight ,0
@ayerad  kk you can sophie can call him home phonezz!,0
Can't get back to sleep  2hrs until the alarm goes off..phooey,0
burnt my tighs and knees  tomorrow im gonna burn all my maths stuff XD,0
Ha i got in the rock band but it sucks cause not what i tried out 4 ,0
@michellerperry I'm not sure I understand the Tool Academy reference.  ,0
my patient/bro ffk me..hmmm ,0
I'M GRADUATING! I'M GRADUATING! IT'S ABOUT F'ING TIME! IT FEELS GREAT TO GET OUT OF HIGH SCHOOL. YEY!! I'M GOIN TO MISS MY FRIENDS THOUGH ,0
@DaveC15  im sorry headaches are the worst!!,0
@PR_Trice CRAZY night....I'm just waking up  soo glad u had fun though!!!,0
@arpanshah definitely - i never seem to have a problem going out - always on the way back ,0
@KeannaCasey I said that 5 times and i didnt get kicked ,0
"The FAA intentions to up pilot safety and training are well recieved, but will it increase the quality of life for the regional pilot..NO ",0
hates the idea of a whole day of study ,0
@Aelfling That blows. ,0
@Sapnene i hope not.... haha... something happen back home  and now i'm knitting the socks for anoop but the shipping wont reach on time,0
"Anyone know how to order resticted stuff on Amazon to Australia? It won't ship me 2 games, a book and a Windows Home Server ",0
going to work. but im sooo sick  ugh,0
depressed. have to tidy my room  gonna take ages x,0
@XLoubyX no idea love. Need to make myself presentable ,0
@DJSMOOK is everyone still there? Am I still a loser or what? ,0
http://twitpic.com/7m8od - We never was children... ,0
i hate funerals. with a passion ,0
"@gszarkowicz oh wow, i am so so sorry to hear that. that would be so hard.  ..if i can do anything to help, please let me know.  :/",0
I have found the most beautiful shoes in the world. I want them so badly it hurts inside ,0
@Winter_Rain  don't worry!! yahoo hates everyone lately! ,0
"Man, this suck. Gotta work till 11 tonight &amp; be back tomorrow @ 7 am. ",0
About to hop in the shower. I miss my little soap sud Ashley. ,0
my face hurts! and my heart  my sister leaves today.,0
@niknakv NOO!!! i wanted to see them one more time before they left ,0
Got Jacob's 4 month shots today...He cried ,0
I just want to go to sleep ,0
Work soon ,0
is falling asleep at work ,0
i lost my flash drive!  I am so irritated with myself. my novel is on it. ,0
seems like chadlynn has forgotten Bea. ,0
"Just goes to show, pick your heroes wisely. ",0
"Boo, in London office and the powers not back on yet ",0
re-re-re-installing a second partition with XP  ,0
Noo! I didn't see the new Wolverine movie today (even though I've been waiting for a week)!!!! Maybe tommorow?.... ,0
red ring of death ,0
wants someone to text with but she doesn't know anyone who's awake ,0
Party cancelled  night,0
@tollobote Really? Its pouring ova here too! Nah I don't  Time for you to share! LOL! Been knocked out with meds the past 4 days!,0
"@wordcreates How lovely! I try and have a merry heart all the time, but my body is weary sometimes and thus the flu! ",0
"Sigh, 5am mornings suck when you can't sleep the night before  ♫ http://blip.fm/~8fe3o",0
I promise that I will do everything me to get used to see you in the arms of another ,0
So the gig on the 21st got cancelled. Apparently someone doesn't want be in the same line up as us. ,0
Omg. ICT is such a shit lesson ,0
"headache, dizziness, welcome back to the real world ",0
tonight will = 'mazing! then saturday will= 'mazing! if i can find people who aren't busy and will see UP with me!! i really wanna see UP ,0
@dandebuf that coffee machine at nova has been broken for ages .....  poor dan,0
"holyshit its a hot day! PS, happy mommy's day. my mother's in miami... oh well, i didnt really get her anything ",0
So...i have to go to the doctor's because i have something wrong down there ,0
it the best beach day and i have a soccer tournament. ,0
Just caused a spilling of fruit punch.  oh what a day. Haha,0
I didn't get to talk to jeremy at all today ,0
Obsession with kicks and clothes...it really is ridiculous  imma take pics of it and u will see how crazy it really is.,0
Salad (pre-diet day 'zero')    don't mind me! just gonna be a vegetarian grumpy puss for the next couple days ,0
Boo.  i got chris' cold.  ,0
Gaaa interview over. Now to wait. ,0
@SuicideBlondEx i'm still hungry. ,0
"Not sure how many people can say that they have washed an iPod, but I can...forgot my nano in my jeans, in the laundry  ...bad luck...",0
hates chewing gum when it's lost its flavour ,0
@imfreddiemac I'm hot! And my food aint done yet ,0
Im back home ,0
back from hell! been there and back this last week  RIP Drew,0
Happy Mommy's Day! My Mommy's across the country  Calling her now. Oh I guess I should call the Stepmommy too.,0
"VIP say wut wut! We are first row! - Too bad I will not be able to enjoy it, I am deathly afraid of 3D  Wish me luck...",0
So much to do today and so little time to do it!!! I STILL haven't read my new book &quot;Getting Things Done&quot;...I NEED TOO!! UGH!! ,0
1. I'm in love with Eudora's dog. 2. I don't like the fact my schedule is so packed. I feel so overwhelmed  I wish life was simpler.,0
@DonorsChoose I miss Wachovia  They were my nonprofit biggest supporters. WF tells us they R not going to make up the difference...,0
@scottique The only reason I haven't done this is because I know it would DEVASTATE my follower numbers. ,0
@Levite247  i know! ,0
@ericaj13 WHAT?!he follows YOU?! &gt;&lt; NO FAIR!!! ,0
@benac this is sad news... ,0
my tummy's aching.. its really painful... ,0
@chelsea_doll it will take a bit for it to hit u ,0
"Just got back from seeing #Up  w/8 yr old. An incredibly tender, wise film. NMD soooo didn't get it  She liked &quot;Mall Cop&quot;&quot; better @_@",0
"omg, so confused. feels like an idiot ",0
Not enough time in the day for studying ,0
"@KidSisterMelisa we thought we saw you watching qtip @ the HOB in chicago, alas, we did not ",0
Tooth ache in the middle of the night...  looks like some teeth need to come out... Eina!,0
@Swirl305 Know my agency wont let me ,0
I really don't like how Iran and North Korea are looking since Joel is out near Korea doing who knows what since I can't talk to him. ,0
is at work ,0
"off to my parents to eat dinner and say bye as they are leaving to the beach for a week long vacay, and are missing my Nellys 12th bday ",0
  friends are leaving me 'cause of this stupid love  http://bit.ly/ZoxZC,0
my neighbours were drinking and yelling all night from 10pm to 6am... i am soooo tired from non-sleep! ,0
@BrewskieButt Oh noes! 2 doors is no good! She must have been ever so worried about you all ,0
@unprettyg here it is raining ,0
my legs are so sunburned I can barely walk. sooooo painful ,0
Is chillin with her Pug-aboo and missing her sweetie ,0
Can't believe that no one is in this morning and I had to clear up after the party (that I couldn't even stay long at) all on my own!! ,0
Sadly I think the iPhone is ruined. I'll have to somehow get a new one now  #depression,0
#webDU is over  #webinale in Berlin next. Also: 3./4. Juni in Heidelberg - 2 days of AIR training. Interested? DM me!!!!,0
"@mileycyrus I'm not feeling myself good, bec i can't vote for u  , THAT IS SO UNFAIR. I just wish that you would reply to my message.",0
"So many questions from my lovely 8 year old, why can't you live with mummy is it because it's hard, I love you daddy... ",0
@TwixtBetwixt Rain! I'm soooo jealous  Cali is boring and sunny EVERYDAY!,0
devastated after the result yesterday; after the goal on 25 seconds I'd have gone all out for the 2nd; easier said than done... ,0
@danielleross I'm going to be emo after this summer.  hahaha jk. I would hate to be emo. that in itself would be depressing.,0
@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting R�is�ns glove ,0
@lilyroseallen haha no! untill u said this to me! i'm gonna think about it anytime i drink anything that's in a can now  lol,0
@KP_eezy Forrest is over now. ,0
I'm bored.... i wish other people would quit their jobs so i'd have someone to hang out with ,0
@EsmeACullen Sorry to hear of the others betraying your family ,0
Making dinner for myself and my lonesome ,0
NOO! My poor horsie got hurt! She somehow got a stick up her nose so that she started to bleed.. ,0
@SoOunTM it's lame!! Specially cause I just got here at 8 and don't get out till 1 ,0
@astridiana Ooof. I understand what you mean. I'm sorry. ,0
Me and my four year old next door neighbor are wearing the same dress today. I may have been more excited than her about this fact tho ,0
i have nothing to twitter about  listening to Taylor Swift  xx,0
"@ArcadianDreams I was the last time, BP is starting to creep this time  ",0
@NatexTheGreat heyheyhey maybe i will  get them IF I COULD FIND THEM @drewryanscott I WOULD BUT I CANT FIND THEM RAWR ,0
@rutty_uk it's the troof! I did ,0
is it Friday already. damn. my week off with The Boy™ is almost over. that went by WAY too quickly ,0
"I ended up having a bagel.  It was gross but I ate it.  I should go running today, but I really don't feel like it ",0
Just finished watching &quot;My Sassy Girl&quot; with my boyfriend ,0
so bored learning about database ........ yay ..... not ,0
craving chocolate ,0
power cuts r messing with my schedule  still so much to do n GAH!!!!  dinner with idol - gone. days like this FAIL! lappy will die soon ,0
@HurricaneHelms   you have to be kidding me miley beat the boss - i guess we are getting old ,0
KFC for lunch ...when will I learn? ,0
Going to a meeting w/ dean mardis! So excited! Not really dressed for the equation since didn't have my car or time to pack yesterday. ,0
@donnapisani wish you were here!  see you next week! Love ya xx,0
"So, I think we can safely assume that its not 1700 - waiting for 1800 then ",0
Work sucked last night. Paul came thru after and we ate pizza on top of a mountain! he's gone home now though ,0
Well it's friday and usually the start of something awsome...I'm not sure if that'll be this time around  I gotta shake this,0
@ButtaFlyLipz Exactly. Very strange. I hope they are not traumatized. ,0
@Fifikins arrrgh do mine? I cant be bothered  - you can tell by yestrdays effort. prob more of the same today,0
@Calandra184  That sucks C. When is your apprasial?,0
@sbenglin Time is relative. I feel like you JUST left for your trip! ,0
"@I_am_extra LOL! Damn, I feel like EXTRA lame! Ugh, going to bed now, maybe tomorrow I can up my game some more. ",0
just got home. &amp; i feel sick ,0
@Hypers_Starr aww poor thing  I hope she will feel better soon !!,0
@sigitt - Maybe  *sighs* TweetDeck acting funky too.,0
"dang, i dont want school tomorrow. i neeed the holidays already.. ",0
Nih twitter gmn sih?ga ngerti guee!apa mksdnya following sm followers?help ,0
@kauf The one I want is $999 and the one you have is on SALE at the moment for $799...     Sometimes I REALLY wish I lived in the USA,0
I'm about to go to work. Tonight is the night all the footy players come in at once ,0
Having plenty of woes setting up an AirportExpess. The utility doesn't detect the device ,0
"Doing homework, urgh ",0
At home.. Thinking abt work tomorrow. @girisrini is already on the way to Cbe in the train. Another mnth b4 i see him.. ,0
"at work, sun is shining ",0
@smosh when are you guys getting new spanglish shirts in for small your all out ,0
Talk to me plz!! ,0
Now I don't dare to open the window anymore &amp; the smell is killing me ,0
Isaih Thomas showing his ignorance in his remarks about KG. ,0
I have to go nowww  boa noite twittss!,0
"SRY EVERYBOY WHO FOLLOWED ME; I BYMYSELF HATE POOSERS, SOO SORRY @MILEYCYRUS  AND I HOPE IF YOU SE THIS THAT U UNDERSTAND ",0
Hangover=Good Movie. KC later. Work 10-3am ,0
@megadethsucks AWW! chris! i bet you feel more left out than i do!  !!,0
"Up at stupid o'clock in the morning thanks to My update for iPhone going splat  Had to do a full restore and sync 2,000 tracks back on ",0
I just saw someone playing the ghostbusters game at best buy... Someone please buy it for me! ,0
@tweenkiebelle damn really coz was in a vintage shop n i quite liked it!  darn it,0
@knitwits1 sorry to hear that. its awful  anything that is soothing is such a relief.,0
boring day today.. all my friends have gone out.. ,0
Neighbour's building another 10-ft-high burn pile . . . wish the clean air bylaws had some teeth ,0
Gonna take Brooke to the DR for her lip now ,0
Feeling sick... got exams tomorrow  probly gunna fail. Ah well. the best i can do is do my best,0
Im out of donughts..    ,0
Someone told me today that I was a sexy mexican........ I'm el salvadorian ,0
Readin a bit more then bed 2 prepare 4 another week of work ,0
"@stickerset it's a negativity spiral downwards once you're in it  Need 2 remind myself why Otalia=endgame, but it's hard with this sprack",0
"again at 3:45 during the morning, the crazy old lady downstairs had her music turn on.... uggg ",0
@BrentLauren that doesn't sound like fun ,0
Getting up late again... ,0
@JamieReneeATX You suck  I'm leaving you next Friday though!! HA!,0
@AshleyLTMSYF hey welcome to Jakarta.Go for the show tonight.but unlucky i miss the show  love you all guys.hope tonight will be awesome,0
"hoping to finish the paper before CCD, the monsters are net being agreeable ",0
Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,0
@Meggs14 I don't know.... It'll let me on twitter but not any of the links to the site. My internet is sooooo weird! ,0
I have a blister on my right thumb.  Stupid work.,0
@xxJakxx i need it though i feel awful i have really really bad hayfever and a throat infection ,0
"@VonPip Can't buy it anywhere... I sold my copy  It's in a warehouse somewhere, waiting for some ingenuous distributor... I've got promos",0
@OGBERRY unfortunately I've heard all about ur nw haircut and haven't seen it yet ,0
"So whats goin on here,. KINDA BORED ",0
"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work! ",0
@Aysun29 Where have u beeeeeeennnn?? Have u fallen pou of twitter love ,0
"downloading a bunch of music, nothing else t0 d0 in this dumb house..  ",0
health poster ,0
Back to bristol tomorrow...  then exams on friday...,0
Why Tiny Twitter doesn't work? I allways get the &quot;error 15&quot;  #Fail #TinyTwitter,0
Didnt accomplish my scanning expidition ,0
"@paradoxgeek Too darn cute, I love it! Sorry to hear about the sand in your food ",0
@katriord I'll probably find all my topsoil in the street tomorrow. ,0
 I can't hear a damn word that TBS is singing ,0
@xohanna who you going with ,0
soo tired!!! and weather is so bad in Perth right now! ,0
"Lucky old you @jmarshall1, for being in the sun - all cloudy in Warwick  Hope the weather stays nice for you!",0
@KyranBracken awwww  goodnight.....hope you heal okay! X,0
I am so hungery and tired.. HELP!!!!!!!!! ,0
"@Yungon SORRY~ The truth is, that (almost)All I concern is only FOOD! these days. I can't concentrate on many things at the same time ",0
@fakesound don't you want me and my friends to have jobs? ,0
@neshasagenda yes &amp; apparently he waved. ,0
"Sometimes I miss my friends from before... But that time is gone, trust gone ",0
I can feel my heart beat throughout my entire body  that can't be good,0
Apparently I'm a bat and apparently chris doesn't need me!!! ,0
"@KirstyHilton I wanted a quick change act, or a drummer/guitarist who is beyond amazing, but meh.. it IS Britain ",0
poor Gabe  i didnt even know he was a veg head though haha. i've a pretty good day today. watched land of the lost. stupidest movie EVER!,0
"@Ryuus_Wardrobe Hey Ry, what did u think of the 1st new episode.....i phuckn missd it ",0
Already raining prob no softball tn ,0
you know what i think?? i think its time for a goodnight.. so good night and i am going to bed caue i have to get up at 7 ... yay!!! ,0
#haveyouever seen somebody waving or talkin in your direction so you started waving or talking back only to realize it wasnt for u ? ,0
I'll be happy on Sun when we have the graduation party - I'm done cleaning...but that means only 13 days before the kidlets leave for NY ,0
@electrokid5 wait...huh?  did u just carry me?,0
@kizabrat I'm sorry that happened to you.. Are you sure it wasn't him ? Or you know it was someone else ? ,0
travel for the last 5 days has gotten me way behind on my projects ,0
"Feeling broken today: back aches, belly gurgles, ideas slightly swirling  ",0
"UGH....has lame work today! Better go by fast, cuz im soo not in the mood.... ",0
Tentando mexer nesse tal de twitter ,0
I'm fasting for my blood test.  Normally I'd be thinking my post breakfast snack by then.  ,0
Make that 3 ,0
@paulisawesome20 Me too  I'm at the point in my life where I feel like I HAVE to.,0
it's too hot to sleep right now... ,0
@McGuirePaul: Still devastated you are playing no where near my future place of life.  I've missed the past two tours.,0
Oh my god. I HAAAAATTTEEE my allergies ,0
I have the worst headache.    And I can I just say there are simply not enough hours in the day.  Can't wait for tomorrow - gonna rest!,0
im still leaving today at 3pm to meet my gay friend @5pm...ill be missing bubble gang again ,0
Bye bye miami  its been real....,0
"All the baby birds left the nest today    And than I found 2 cats in the yard, you think they...... Nah",0
work then nothing ,0
Last day of college wooo still exams tho ,0
@Matthetwat ohhh wasabi . . i'm not in the little league no then ,0
@blogdesigner We have not had time to blog on it  We are planning on turning it into a purely Obox business blog....,0
@blondeirish I love raspberries! When I lived in WA state I used to eat them by the flat! But they are  too expensive here in AZ ,0
i didnt get paid this week  roll on tuesday ,0
Today I actually have to be an adult going to the bank and work  boo,0
Ew ugh I ate too much sweet stuff. Now I have a headache and a tummy ache.  laying down.,0
I miss my old house  So many memories lost... I Hate not having my own room,0
just enjoing my only day off sucks gotta go 2 work 2morrow!! feeling depressed!!!! ,0
"watching xmen, i have a killer headache ",0
@mehrunissa That sucks.  where ya from?,0
wants to have a vacation in Brisbane Australia.. ,0
"@jkreib i saw ur post, its only tuesday  UGH",0
I JUST MISSED THE NEW MOON SNEAK PEAK! AH DAMN ,0
Exams exams and more exams ,0
OUCH! OUCH! OUCH! ,0
just got owned by my med-surg midterm ,0
now the green thing makes my picture look like a zombie. ,0
Am very glad that the internet is back. It went away for a few hours. ,0
"Gah. Just realized that I totally forgot to get my picture taken with Bumblebee, or Prime, or the New and Improved Robot Fist. ",0
@WakeUpCAll1079 I wish I was  can I score 2 tickets?!? Please?? http://tinyurl.com/okecwq,0
in the office... outside 25 degrees.. ,0
"listen'in too red light by: David Nail. Great song, but I am still upset. Stupid guys. I really like him. ? ",0
@brandyecupcakes call me ,0
Rescued George from the back of the ASDA van this morning!  Might have to think about a collar with a bell ,0
rt @@jose3030 Jay-Z just pushed Ron Browz out of a window. R.I.P. lil homie ,0
really really really missing nick ,0
I wish I was living by the beach that would be so much funnnn ,0
@ImChrisEvans why don't you try facebook? it's simple and smooth. Myspace takes some time to make it look great ,0
My boyfriend aint called or txtd 2day ... Sad face  *LO(Im)VE,0
i woke up!!!  time for bball tournie!,0
why because of a picture? ,0
back from school and still hurting bad  i am a retard :'(,0
wish i could go see paul mccartney in concert  sadly i dont have the money,0
I don't do well with people asking me questions about me that I don't know how to answer ,0
sunburn is soooo painfulll!! ,0
So....muggy....so....hot  boo on heat.,0
@malena_sama uy... espero que no fuera nada grave.... &amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts&amp;hearts ,0
I wish I could make this: http://tinyurl.com/crlqp8 with the sliders.  #startrekarg,0
My green trackball sticks   perhaps I will have to use my pink one or have Eric try to fix the green one...,0
Can't say I didn't try  ,0
"@thisisryanross We were going to cover that song in my band...we haven't so far, though   Good songs always pop up again.",0
@tinyanl @minnairukai you guys my Internet seems to be dead and my brother's room is currently off limit for leeching the neighbor's. ,0
omg!!!! why is it raining.?. ,0
3 days til I'm 21! Double at work tomorrow  I'm already so tired,0
I don't like bad dreams ,0
@loveeandpeace he wasn't there ,0
"@stephaniepratt I wanna see it too, but they repait season 3 whole the time ",0
no more good sports on tv til football season ,0
just choked on my green apple jelly green tea. ,0
just woke up. had a horrible dream about the ocean. will never go to the ocean again. ,0
lost a follower. Why is this happening? ,0
Just downloaded iPhone OS 3.0.  Missing Vegas!!! ,0
In pareira south America boarding plane number 3. Sh*t they said something about my flight on Spanish  me no comprendae,0
@squooshfiber probably a 56 or less grade  Hate that!!!,0
Everybody's going to Transformers tonight ,0
Been avoiding coffee in the morning for years but my old body has given up and now requires a cup of joe just to function in the morning ,0
Just caught Zoltan attacking my high school prom corsage @_chriskelley gave me. All the rose petals are gone ,0
My camera only lets me take a video for about 3 minutes so I had to hurry with it  #YATrivia,0
i miss youuu ,0
my back hurts because i didn't sleep on my usual pillow. ,0
i really kinda wanted a senior. ,0
@Paintagram still haven't seen it - my daughter took over the queue with Backyardigans and Dora the Explorer ,0
@MatildaGretchen - Oh no! Did you miss De La Soul then? What happened? After your poor husband getting attacked the other month too ,0
@gemmma6 good missy moo! btw blake payed rhia to tease u! an she said she feels bad! ,0
@krristta oh noooo! that stinks. i know how much you love it ,0
"Whats wrong with this world, first Trace and Demi know NIck and MIley ! ",0
"just realize that i've lots of assignment... and there's residual effects drunk from last night.. headache!! hugh,,  WTF!! ",0
cramps... ,0
@colingalbraith finally got around to checking out the link to spotify you sent. Unfortunately can't get it here in Canada.  sniff,0
@Calvas  eish que mau.. ,0
Maintain your silky hair by sleeping on Satin Pillow cases...cotton is known for absorbing moisture..and your hair doesn't like that ,0
Why do I feel so sick? ,0
I think it's terrible about the plane that is lost over the Atlantic...  Saying a prayer for the people on the plane!,0
Just got home from the meeting. My eyes feels heavy but I'm hungry =/ And there's no food at homeeee! ,0
ok time to get this webkit working once and for all...don't you just love .NET 2.0 ,0
@niicoleleiiman yeah! that was pretty much the worst thing ever ,0
@RawrMeghan D: -wishes he had money-  I'd walk over if I could and didnt have the risk of drowning since I'm not jesus,0
"Just finished my physics exam! Going home! No more physics, awwww ",0
My homeboy said he was commin 2 smoke a blunt wit me but I got stood up ,0
Yay Sunday! Gotta do my accounts  but at least it's stopped raining,0
@kriswill ahhh  well I hope you get some sleep yo.,0
At mums after a nice relaxing day. Peter working silly hours this weekend tho which is a bit sucky  hohum...,0
i got two more pairs of knee socks from Wetseal for $1 each...i think im addicted..i wish i had thought to get @emberiryss a pair! ,0
"@ritaismyname Hi rita, sorry for not answering u quicker! was just about to write to u! Iv tryed EVERYWHERE in denmark, but all sold out ",0
no one seems to care anymore ,0
"House is a mess. Big clean up session tonight before the cleaner comes on Monday morning. Sounds wierd, clean up for the cleaner ",0
@brittanymcgee i would if i lived near you. ,0
I wish I could be queueing to get a new 3G S but got to wait until July 10th when old contract runs out. ,0
@KrzyKatLdy HEY HE WASNT ,0
@prophecygirl ack! a whedonite and someone who plays on Ravencrest!! ps did you hear of the buffy movie without Joss? sad day ,0
"@nickgravelyn That's my main gripe with most TD games, they never seem to fire at the ones I think they should be ",0
Everyone tells me what a mistake it is to be going to UW Milwaukee ,0
"@allegromoderato Sounds like a great idea! I need to get my horn out and practice. It sits in its case, lonely and jealous of the  piano. ",0
I don't want to go to school!!! I feel awful!  Stupid anxiety attacks kill me!!,0
"Back to work today, but no singing for me this week ",0
I'm so annoyed that that LIVE update just glitched my Gears of War 2 achievement journal. I won't be playing multiplayer ever again. ,0
wishing my fellow skydiver (TS) a speedy recovery after a bad accident....... ,0
I will be off twitter for the next two weeks...  no wifi Internet at any of the marinas on catalina island...,0
@Schofe I have a phobia of banana skins! I hate them cant stand touching them especially the empty ones when the banana has gone! Ugh ,0
